DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
148,BALLINA,1650803,NORMAL,"",,19,"FIG TREE HILL DR","LENNOX HEAD",2478,"12/771659",RU1,835,M,01/07/2023,766000,14A(1),6A(1),01/07/2022,785000,14A(1),6A(1),01/07/2021,614000,14A(1),6A(1),01/07/2020,458000,14A(1),6A(1),01/07/2019,445000,14A(1),6A(1),
148,BALLINA,1650804,NORMAL,"",,17,"FIG TREE HILL DR","LENNOX HEAD",2478,"11/771659",RU1,1558,M,01/07/2023,663000,14A(1),6A(1),01/07/2022,679000,14A(1),6A(1),01/07/2021,531000,14A(1),6A(1),01/07/2020,396000,14A(1),6A(1),01/07/2019,385000,14A(1),6A(1),
148,BALLINA,1650805,NORMAL,"",,15,"FIG TREE HILL DR","LENNOX HEAD",2478,"10/771659",RU1,1793,M,01/07/2023,663000,14A(1),6A(1),01/07/2022,679000,14A(1),6A(1),01/07/2021,531000,14A(1),6A(1),01/07/2020,396000,14A(1),6A(1),01/07/2019,385000,14A(1),6A(1),
148,BALLINA,1650806,NORMAL,"",,6,"FOSTER ST","LENNOX HEAD",2478,"3/509565",R3,505.9,M,01/07/2023,1590000,14A(1),6A(1),01/07/2022,1840000,14A(1),6A(1),01/07/2021,1310000,14A(1),6A(1),01/07/2020,912000,14A(1),6A(1),01/07/2019,869000,14A(1),6A(1),
148,BALLINA,1650807,NORMAL,"",,18,"FOSTER ST","LENNOX HEAD",2478,"1/236683",R3,461.6,M,01/07/2023,1150000,14A(1),6A(1),01/07/2022,1360000,14A(1),6A(1),01/07/2021,967000,14A(1),6A(1),01/07/2020,670000,14A(1),6A(1),01/07/2019,624000,14A(1),6A(1),
148,BALLINA,1650808,NORMAL,"",,17,"FOSTER ST","LENNOX HEAD",2478,"2/524209",R3,379.4,M,01/07/2023,1200000,14A(1),6A(1),01/07/2022,1420000,14A(1),6A(1),01/07/2021,1010000,14A(1),6A(1),01/07/2020,703000,14A(1),6A(1),01/07/2019,654000,14A(1),6A(1),
148,BALLINA,1650809,NORMAL,"",,15,"FOSTER ST","LENNOX HEAD",2478,"1/357757",R3,467.9,M,01/07/2023,1150000,14A(1),6A(1),01/07/2022,1360000,14A(1),6A(1),01/07/2021,967000,14A(1),6A(1),01/07/2020,670000,14A(1),6A(1),01/07/2019,624000,14A(1),6A(1),
148,BALLINA,1650810,NORMAL,"",,3,"FOSTER ST","LENNOX HEAD",2478,"1/536810",R3,379.4,M,01/07/2023,1730000,14A(1),6A(1),01/07/2022,1940000,14A(1),6A(1),01/07/2021,1380000,14A(1),6A(1),01/07/2020,956000,14A(1),6A(1),01/07/2019,911000,14A(1),6A(1),
148,BALLINA,1650811,NORMAL,"",,2,"FOX VALLEY WAY","LENNOX HEAD",2478,"168/851707",R2,1247,M,01/07/2023,837000,14A(1),6A(1),01/07/2022,907000,14A(1),6A(1),01/07/2021,648000,14A(1),6A(1),01/07/2020,389000,14A(1),6A(1),01/07/2019,389000,14A(1),6A(1),
148,BALLINA,1650812,NORMAL,"",,4,"FOX VALLEY WAY","LENNOX HEAD",2478,"169/851707",R2,923.5,M,01/07/2023,837000,14A(1),6A(1),01/07/2022,907000,14A(1),6A(1),01/07/2021,648000,14A(1),6A(1),01/07/2020,389000,14A(1),6A(1),01/07/2019,389000,14A(1),6A(1),
