DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
255,WENTWORTH,2818896,NORMAL,"",,,"POONCARIE RD","POONCARIE",2648,"60/755396",RU1,249.3,H,01/07/2023,383000,14A(1),14C,01/07/2022,356000,14A(1),14C,01/07/2021,333000,14A(1),14C,01/07/2020,274000,14A(1),14C,01/07/2019,274000,14A(1),14C,
255,WENTWORTH,2823159,NORMAL,"",,35,"MERINDAH RD","COOMEALLA",2717,"1/1027396",RU4,3459,M,01/07/2023,28000,14A(1),14C,01/07/2022,28000,14A(1),14C,01/07/2021,25000,14A(1),14C,01/07/2020,20000,14A(1),14C,01/07/2019,20000,14A(1),14C,
255,WENTWORTH,2844745,NORMAL,"",,24,"WADSWORTH DR","GOL GOL",2738,"29/1031588",RU5,1513,M,01/07/2023,210000,14A(1),14C,01/07/2022,210000,14A(1),14C,01/07/2021,190000,14A(1),14C,01/07/2020,141000,14A(1),14C,01/07/2019,129000,14A(1),14C,
255,WENTWORTH,2844746,NORMAL,"",,22,"WADSWORTH DR","GOL GOL",2738,"30/1031588",RU5,1400,M,01/07/2023,210000,14A(1),14C,01/07/2022,210000,14A(1),14C,01/07/2021,190000,14A(1),14C,01/07/2020,141000,14A(1),14C,01/07/2019,129000,14A(1),14C,
255,WENTWORTH,2819022,NORMAL,"",,1181A,"POONCARIE RD","WENTWORTH",2648,"50/40716",RU1,7.942,H,01/07/2023,510000,14A(1),14C,01/07/2022,435000,14A(1),14C,01/07/2021,353000,14A(1),14C,01/07/2020,280000,14A(1),14C,01/07/2019,280000,14A(1),14C,
255,WENTWORTH,2819027,NORMAL,"COOLAMON",,3417,"ANABRANCH MAIL RD","ANABRANCH SOUTH",2648,"4165/766731 4166/766732 Western Land Lease 8503 Western Land Lease 8504",RU1,15566,H,01/07/2023,2589000,14A(1),14C,01/07/2022,2589000,14A(1),14C,01/07/2021,1718000,14A(1),14C,01/07/2020,1347000,14A(1),14C,01/07/2019,1347000,14A(1),14C,
255,WENTWORTH,2861710,NORMAL,"",,1618,"SILVER CITY HWY","COOMEALLA",2717,"1/822096",RU4,4697,M,01/07/2023,28000,14A(1),14C,01/07/2022,28000,14A(1),14C,01/07/2021,25000,14A(1),14C,01/07/2020,20000,14A(1),14C,01/07/2019,20000,14A(1),14C,
255,WENTWORTH,2861711,NORMAL,"FARM 15",,,"SILVER CITY HWY","COOMEALLA",2717,"2/822096",RU4,10.21,H,01/07/2023,256000,14A(1),14C,01/07/2022,256000,14A(1),14C,01/07/2021,232000,14A(1),14C,01/07/2020,186000,14A(1),14C,01/07/2019,140000,14A(1),14C,
255,WENTWORTH,2832621,NORMAL,"",,83-89,"HENDY RD","BURONGA",2739,"5/1029509",RU5,6940,M,01/07/2023,585000,14A(1),14C,01/07/2022,555000,14A(1),14C,01/07/2021,555000,14A(1),14C,01/07/2020,425000,14A(1),14C,01/07/2019,425000,14A(1),14C,
255,WENTWORTH,2832622,NORMAL,"",,4,"MELALEUCA ST","BURONGA",2739,"6/1029509",RU5,4193,M,01/07/2023,450000,14A(1),14C,01/07/2022,425000,14A(1),14C,01/07/2021,425000,14A(1),14C,01/07/2020,325000,14A(1),14C,01/07/2019,325000,14A(1),14C,
255,WENTWORTH,2884780,NORMAL,"PORTERS STATION",,10715,"HIGH DARLING RD","POONCARIE",2648,"65/755396 3, 6/820421",RU1,1034.5,H,01/07/2023,800000,14A(1),14C,01/07/2022,770000,14A(1),14C,01/07/2021,641000,14A(1),14C,01/07/2020,358000,14A(1),14C,01/07/2019,358000,14A(1),14C,
255,WENTWORTH,2884784,NORMAL,"",,26-30,"ARMSTRONG AVE","WENTWORTH",2648,"2/805661",RU5,812,M,01/07/2023,40000,14A(1),14C,01/07/2022,40000,14A(1),14C,01/07/2021,40000,14A(1),14C,01/07/2020,40000,14A(1),14C,01/07/2019,40000,14A(1),14C,
255,WENTWORTH,2884785,NORMAL,"",,17,"WILLIAM ST S","WENTWORTH",2648,"3/805661",RU5,1006,M,01/07/2023,40000,14A(1),14C,01/07/2022,40000,14A(1),14C,01/07/2021,40000,14A(1),14C,01/07/2020,40000,14A(1),14C,01/07/2019,40000,14A(1),14C,
255,WENTWORTH,2884786,NORMAL,"",,15,"WILLIAM ST S","WENTWORTH",2648,"4/805661",RU5,1006,M,01/07/2023,40000,14A(1),14C,01/07/2022,40000,14A(1),14C,01/07/2021,40000,14A(1),14C,01/07/2020,40000,14A(1),14C,01/07/2019,40000,14A(1),14C,
255,WENTWORTH,3263833,NORMAL,"",,382,"RESERVE RD W","COOMEALLA",2717,"1026/756961 Irrigation Farm Purchase 431",RU4,2.99,H,01/07/2023,114000,14A(1),6A(3)/14C,01/07/2022,114000,14A(1),6A(3)/14C,01/07/2021,103000,14A(1),6A(3)/14C,01/07/2020,83000,14A(1),6A(3)/14C,01/07/2019,69000,14A(1),6A(3)/14C,
255,WENTWORTH,2889409,NORMAL,"",,26A,"RIVER DR","BURONGA",2739,"2/1035201",RU5,1673,M,01/07/2023,892500,14A(1),14C,01/07/2022,892500,14A(1),14C,01/07/2021,810000,14A(1),14C,01/07/2020,600000,14A(1),14C,01/07/2019,600000,14A(1),14C,
255,WENTWORTH,2876494,NORMAL,"",,104,"HENDY RD","BURONGA",2739,"12/865475",RU5,3548,M,01/07/2023,275000,14A(1),14C,01/07/2022,275000,14A(1),14C,01/07/2021,231000,14A(1),14C,01/07/2020,172000,14A(1),14C,01/07/2019,156000,14A(1),14C,
