DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
065,LEETON,2834934,NORMAL,"",,10,"WATSONIA LANE","LEETON",2705,"1/1029409",R3,415,M,01/07/2023,118000,14A(1),6A(1),01/07/2022,108000,14A(1),6A(1),01/07/2021,65900,14A(1),6A(1),01/07/2020,55400,14A(1),6A(1),01/07/2019,55400,14A(1),6A(1),
065,LEETON,2848163,NORMAL,"",,14-15,"ANGEL PL","LEETON",2705,"1/1031895",R2,4189,M,01/07/2023,165000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,138000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,115000,14A(1),6A(1),
065,LEETON,2848164,NORMAL,"",,12-13,"ANGEL PL","LEETON",2705,"2/1031895",R2,4185,M,01/07/2023,165000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,138000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,115000,14A(1),6A(1),
065,LEETON,2848166,NORMAL,"",,8-9,"ANGEL PL","LEETON",2705,"4/1031895",R2,4161,M,01/07/2023,165000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,138000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,115000,14A(1),6A(1),
065,LEETON,2848167,NORMAL,"",,6-7,"ANGEL PL","LEETON",2705,"5/1031895",R2,4185,M,01/07/2023,165000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,138000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,115000,14A(1),6A(1),
065,LEETON,2848168,NORMAL,"",,4-5,"ANGEL PL","LEETON",2705,"6/1031895",R2,4176,M,01/07/2023,165000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,138000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,115000,14A(1),6A(1),
065,LEETON,2848169,NORMAL,"",,2-3,"ANGEL PL","LEETON",2705,"7/1031895",R2,4177,M,01/07/2023,165000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,138000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,115000,14A(1),6A(1),
065,LEETON,2861194,NORMAL,"",,,"MURRAMI RD","STANBRIDGE",2705,"13/1009807 Farm Number 2063",RU1,45.4,H,01/07/2023,473000,14A(1),6A(3),01/07/2022,473000,14A(1),6A(3),01/07/2021,351000,14A(1),6A(3),01/07/2020,306000,14A(1),6A(3),01/07/2019,245000,14A(1),6A(3),
065,LEETON,2861195,NORMAL,"",,,"MURRAMI RD","MURRAMI",2705,"12/1009807 Irrigation Farm Purchase 983",RU1,95.1,H,01/07/2023,695000,14A(1),6A(3),01/07/2022,695000,14A(1),6A(3),01/07/2021,515000,14A(1),6A(3),01/07/2020,448000,14A(1),6A(3)/14I,01/07/2019,359000,14A(1),6A(3)/14I,
065,LEETON,2861218,NORMAL,"",,83,"CALORAFIELD RD","MURRAMI",2705,"81/751707",RU1,93.07,H,01/07/2023,681000,14A(1),6A(3),01/07/2022,681000,14A(1),6A(3),01/07/2021,505000,14A(1),6A(3),01/07/2020,440000,14A(1),6A(3),01/07/2019,352000,14A(1),6A(3),
065,LEETON,2861220,NORMAL,"",,,"JOHNSON RD","MURRAMI",2705,"84, 133/751707",RU1,114.94,H,01/07/2023,810000,14A(1),6A(3),01/07/2022,810000,14A(1),6A(3),01/07/2021,600000,14A(1),6A(3),01/07/2020,522000,14A(1),6A(3),01/07/2019,418000,14A(1),6A(3),
065,LEETON,2867531,NORMAL,"",,,"STRINGER RD","CORBIE HILL",2705,"205/751694",RU1,8.19,H,01/07/2023,242000,14A(1),6A(3),01/07/2022,242000,14A(1),6A(3),01/07/2021,194000,14A(1),6A(3),01/07/2020,169000,14A(1),6A(3),01/07/2019,154000,14A(1),6A(3),
065,LEETON,2867533,NORMAL,"",,,"BLOCK RD","CORBIE HILL",2705,"352/751694",RU1,8.97,H,01/07/2023,206000,14A(1),6A(1),01/07/2022,165000,14A(1),6A(1),01/07/2021,120000,14A(1),6A(1),01/07/2020,100000,14A(1),6A(1),01/07/2019,100000,14A(1),6A(1),
065,LEETON,2867534,NORMAL,"",,207,"CARBONE RD","CORBIE HILL",2705,"228, 229/751694 Irrigation Farm Purchase 1212",RU1,16.55,H,01/07/2023,323000,14A(1),6A(3),01/07/2022,323000,14A(1),6A(3),01/07/2021,259000,14A(1),6A(3),01/07/2020,226000,14A(1),6A(3)/14I,01/07/2019,206000,14A(1),6A(3)/14I,
065,LEETON,2867535,NORMAL,"FARM 1266",,125,"ROBINSON RD","CORBIE HILL",2705,"144/751694",RU1,11.3,H,01/07/2023,196000,14A(1),6A(3),01/07/2022,196000,14A(1),6A(3),01/07/2021,157000,14A(1),6A(3),01/07/2020,137000,14A(1),6A(3),01/07/2019,125000,14A(1),6A(3),
065,LEETON,2867536,NORMAL,"",,62,"IANNELLI RD","CORBIE HILL",2705,"291/751694",RU1,9.84,H,01/07/2023,177000,14A(1),6A(1),01/07/2022,142000,14A(1),6A(1),01/07/2021,103000,14A(1),6A(1),01/07/2020,86000,14A(1),6A(1),01/07/2019,86000,14A(1),6A(1),
065,LEETON,2867687,NORMAL,"",,96,"ALMOND RD","LEETON",2705,"3/1035065",R2,4000,M,01/07/2023,186000,14A(1),6A(1),01/07/2022,186000,14A(1),6A(1),01/07/2021,155000,14A(1),6A(1),01/07/2020,129000,14A(1),6A(1),01/07/2019,129000,14A(1),6A(1),
065,LEETON,2867688,NORMAL,"",,102,"ALMOND RD","LEETON",2705,"4/1035065",R2,4050,M,01/07/2023,186000,14A(1),6A(1),01/07/2022,186000,14A(1),6A(1),01/07/2021,155000,14A(1),6A(1),01/07/2020,129000,14A(1),6A(1),01/07/2019,129000,14A(1),6A(1),
065,LEETON,2867798,NORMAL,"",,,"MURRAMI RD","STANBRIDGE",2705,"14/1009809 Irrigation Farm Purchase 2064",RU1,85.25,H,01/07/2023,622000,14A(1),6A(3),01/07/2022,622000,14A(1),6A(3),01/07/2021,461000,14A(1),6A(3),01/07/2020,401000,14A(1),6A(3)/14I,01/07/2019,321000,14A(1),6A(3)/14I,
065,LEETON,2867802,NORMAL,"",,440,"BROBENAH RD","LEETON",2705,"93/751742 Irrigation Farm Purchase 1805",RU1,20.23,H,01/07/2023,550000,14A(1),6A(3),01/07/2022,440000,14A(1),6A(3),01/07/2021,319000,14A(1),6A(3),01/07/2020,266000,14A(1),6A(3)/14I,01/07/2019,266000,14A(1),6A(3)/14I,
065,LEETON,2867803,NORMAL,"",,729,"FIVEBOUGH RD","LEETON",2705,"94/751742",RU1,20.23,H,01/07/2023,550000,14A(1),6A(3),01/07/2022,440000,14A(1),6A(3),01/07/2021,319000,14A(1),6A(3),01/07/2020,266000,14A(1),6A(3),01/07/2019,266000,14A(1),6A(3),
065,LEETON,2867809,NORMAL,"",,,"BOUNDARY RD","MURRAMI",2705,"14, 15/751702",RU1,309.9,H,01/07/2023,1350000,14A(1),6A(1),01/07/2022,1130000,14A(1),6A(1),01/07/2021,876000,14A(1),6A(1),01/07/2020,730000,14A(1),6A(1),01/07/2019,664000,14A(1),6A(1),
065,LEETON,2883351,NORMAL,"",,59,"KOONADAN RD","LEETON",2705,"1/865341",RU1,15.06,H,01/07/2023,441000,14A(1),6A(1),01/07/2022,353000,14A(1),6A(1),01/07/2021,256000,14A(1),6A(1),01/07/2020,214000,14A(1),6A(1),01/07/2019,214000,14A(1),6A(1),
065,LEETON,2883352,NORMAL,"FARM 2086",,45,"KOONADAN RD","LEETON",2705,"2/865341",RU1,2,H,01/07/2023,218000,14A(1),6A(1),01/07/2022,175000,14A(1),6A(1),01/07/2021,127000,14A(1),6A(1),01/07/2020,106000,14A(1),6A(1),01/07/2019,106000,14A(1),6A(1),
065,LEETON,2883353,NORMAL,"",,,"KOONADAN RD","LEETON",2705,"4/865341",RU1,2.025,H,01/07/2023,218000,14A(1),6A(1),01/07/2022,175000,14A(1),6A(1),01/07/2021,127000,14A(1),6A(1),01/07/2020,106000,14A(1),6A(1),01/07/2019,106000,14A(1),6A(1),
065,LEETON,2897659,NORMAL,"",,6,"DEMPSEY RD","LEETON",2705,"1/1037140",R2,4940,M,01/07/2023,151000,14A(1),6A(1),01/07/2022,151000,14A(1),6A(1),01/07/2021,126000,14A(1),6A(1),01/07/2020,105000,14A(1),6A(1),01/07/2019,105000,14A(1),6A(1),
065,LEETON,2897660,NORMAL,"",,,"DEMPSEY RD","LEETON",2705,"2/1037140",R2,13.19,H,01/07/2023,498000,14A(1),6A(3),01/07/2022,453000,14A(1),6A(3),01/07/2021,378000,14A(1),6A(3),01/07/2020,315000,14A(1),6A(3),01/07/2019,315000,14A(1),6A(3),
065,LEETON,2897661,NORMAL,"",,8,"DEMPSEY RD","LEETON",2705,"3/1037140",R2,4061,M,01/07/2023,146000,14A(1),6A(1),01/07/2022,146000,14A(1),6A(1),01/07/2021,122000,14A(1),6A(1),01/07/2020,102000,14A(1),6A(1),01/07/2019,102000,14A(1),6A(1),
