DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
247,NARRABRI,3449302,NORMAL,"CRYSTAL PARK",,805,"KAPUTAR RD","NARRABRI",2390,"141/710592 1/1136259",R5,6.752,H,01/07/2023,308000,14A(1),6A(1),01/07/2022,247000,14A(1),6A(1),01/07/2021,206000,14A(1),6A(1),01/07/2020,188000,14A(1),6A(1),01/07/2019,188000,14A(1),6A(1),
247,NARRABRI,2847508,NORMAL,"",,3775,"CYPRESS WAY","GWABEGAR",2356,"45, 46, 47, 61/750315",RU1,30.55,H,01/07/2023,100000,14A(1),6A(1),01/07/2022,100000,14A(1),6A(1),01/07/2021,32500,14A(1),6A(1),01/07/2020,25000,14A(1),6A(1),01/07/2019,24000,14A(1),6A(1),
247,NARRABRI,2859968,NORMAL,"",,53,"RAILWAY ST N","NARRABRI",2390,"1391/1029895",E4,2.55,H,01/07/2023,460000,14A(1),6A(1),01/07/2022,236000,14A(1),6A(1),01/07/2021,225000,14A(1),6A(1),01/07/2020,223000,14A(1),6A(1),01/07/2019,223000,14A(1),6A(1),
247,NARRABRI,2859969,NORMAL,"IPS MAIN",,72,"BOUNDARY ST","NARRABRI",2390,"1392/1029895",E4,17.19,H,01/07/2023,1060000,14A(1),6A(1),01/07/2022,546000,14A(1),6A(1),01/07/2021,520000,14A(1),6A(1),01/07/2020,515000,14A(1),6A(1),01/07/2019,515000,14A(1),6A(1),
247,NARRABRI,2823157,NORMAL,"",,36,"GIBBONS ST","NARRABRI",2390,"101/1027395",R1,1213,M,01/07/2023,149000,14A(1),6A(1),01/07/2022,138000,14A(1),6A(1),01/07/2021,115000,14A(1),6A(1),01/07/2020,115000,14A(1),6A(1),01/07/2019,122000,14A(1),6A(1),
247,NARRABRI,2823158,NORMAL,"",,2A,"BEATRICE ST","NARRABRI",2390,"102/1027395",R1,603.8,M,01/07/2023,116000,14A(1),6A(1),01/07/2022,108000,14A(1),6A(1),01/07/2021,90000,14A(1),6A(1),01/07/2020,90000,14A(1),6A(1),01/07/2019,94800,14A(1),6A(1),
247,NARRABRI,2860451,NORMAL,"TELSTRA SUBSTATION",,2020,"HARPARARY RD","MAULES CREEK",2382,"1/802864",RU1,211.8,M,01/07/2023,620,14A(1),6A(1),01/07/2022,1000,14A(1),6A(1),01/07/2021,510,14A(1),6A(1),01/07/2020,1700,14A(1),6A(1),01/07/2019,1700,14A(1),6A(1),
247,NARRABRI,2819173,NORMAL,"CURRAWIDGEN",,1371,"MAULES CREEK RD","TARRIARO",2390,"103/822977 102/1017743 7300/1149995 Permissive Occupancy 79/1",RU1,1019,H,01/07/2023,7140000,14A(1),6A1/14I,01/07/2022,6870000,14A(1),6A1/14I,01/07/2021,3500000,14A(1),6A1/14I,01/07/2020,3440000,14A(1),14I,01/07/2019,3280000,14A(1),14I,
247,NARRABRI,2835332,NORMAL,"DEEP CREEK",,43,"HAIRE DR","NARRABRI",2390,"1/1029263",R5,1.027,H,01/07/2023,181000,14A(1),6A(1),01/07/2022,145000,14A(1),6A(1),01/07/2021,121000,14A(1),6A(1),01/07/2020,110000,14A(1),6A(1),01/07/2019,99000,14A(1),6A(1),
247,NARRABRI,2835333,NORMAL,"",,147,"HAIRE DR","NARRABRI",2390,"10/1029263",R5,2.496,H,01/07/2023,230000,14A(1),6A(1),01/07/2022,184000,14A(1),6A(1),01/07/2021,154000,14A(1),6A(1),01/07/2020,140000,14A(1),6A(1),01/07/2019,140000,14A(1),6A(1),
