DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
192,MOREE PLAINS,3016337,NORMAL,"",,371,"GOSPORT ST","MOREE",2400,"11/37950",E3,843,M,01/07/2023,63500,14A(1),6A(1),01/07/2022,63500,14A(1),6A(1),01/07/2021,58000,14A(1),6A(1),01/07/2020,47100,14A(1),6A(1),01/07/2019,47100,14A(1),6A(1),
192,MOREE PLAINS,3016338,NORMAL,"",,369,"GOSPORT ST","MOREE",2400,"12/37950",E3,843,M,01/07/2023,63500,14A(1),6A(1),01/07/2022,63500,14A(1),6A(1),01/07/2021,58000,14A(1),6A(1),01/07/2020,47100,14A(1),6A(1),01/07/2019,47100,14A(1),6A(1),
192,MOREE PLAINS,3016340,NORMAL,"",,,"CARNARVON HWY","MUNGINDI",2406,"18/750488",RU1,3.953,H,01/07/2023,8270,14A(1),6A(1),01/07/2022,7530,14A(1),6A(1),01/07/2021,6000,14A(1),6A(1),01/07/2020,6000,14A(1),6A(1),01/07/2019,820,14A(1),6A(1),
192,MOREE PLAINS,2844433,NORMAL,"PARINGA",,535,"GWYDIR HWY","MOREE",2400,"18/1031181",R5,2.56,H,01/07/2023,291000,14A(1),6A(1),01/07/2022,224000,14A(1),6A(1),01/07/2021,187000,14A(1),6A(1),01/07/2020,179000,14A(1),6A(1),01/07/2019,179000,14A(1),6A(1),
192,MOREE PLAINS,2844434,NORMAL,"SNITKA",,531,"GWYDIR HWY","MOREE",2400,"19/1031181",R5,2.5,H,01/07/2023,205000,14A(1),6A(1),01/07/2022,158000,14A(1),6A(1),01/07/2021,132000,14A(1),6A(1),01/07/2020,126000,14A(1),6A(1),01/07/2019,126000,14A(1),6A(1),
192,MOREE PLAINS,2857075,NORMAL,"",,11495,"CARNARVON HWY","MUNGINDI",2406,"7005/1028402 (MUNGINDI CEMETERY)",RU1,6.728,H,01/07/2023,14800,14A(1),6A(2),01/07/2022,7320,14A(1),6A(1),01/07/2021,6000,14A(1),6A(1),01/07/2020,5500,14A(1),6A(1),01/07/2019,5000,14A(1),6A(1),
192,MOREE PLAINS,2823223,NORMAL,"",,21,"BOHENIA CRES","MOREE",2400,"131/1027493",R2,1163,M,01/07/2023,55800,14A(1),6A(1),01/07/2022,53200,14A(1),6A(1),01/07/2021,42600,14A(1),6A(1),01/07/2020,41000,14A(1),6A(1),01/07/2019,41000,14A(1),6A(1),
192,MOREE PLAINS,2823228,NORMAL,"",,6,"SEERY CL","MOREE",2400,"136/1027493",R2,977.3,M,01/07/2023,53800,14A(1),6A(1),01/07/2022,51300,14A(1),6A(1),01/07/2021,41100,14A(1),6A(1),01/07/2020,39600,14A(1),6A(1),01/07/2019,39600,14A(1),6A(1),
192,MOREE PLAINS,2823229,NORMAL,"",,8,"SEERY CL","MOREE",2400,"137/1027493",R2,1379,M,01/07/2023,57400,14A(1),6A(1),01/07/2022,54700,14A(1),6A(1),01/07/2021,43800,14A(1),6A(1),01/07/2020,42200,14A(1),6A(1),01/07/2019,42200,14A(1),6A(1),
192,MOREE PLAINS,2823230,NORMAL,"",,10,"SEERY CL","MOREE",2400,"138/1027493",R2,1340,M,01/07/2023,57400,14A(1),6A(1),01/07/2022,52200,14A(1),6A(1),01/07/2021,41800,14A(1),6A(1),01/07/2020,40200,14A(1),6A(1),01/07/2019,40200,14A(1),6A(1),
