DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
116,PARKES,1239603,NORMAL,"",,17,"CUNNINGHAM ST","TULLAMORE",2874,"2/D/6912",RU5,1252,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239604,NORMAL,"",,15,"CUNNINGHAM ST","TULLAMORE",2874,"3/D/6912",RU5,1005,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239605,NORMAL,"",,13,"CUNNINGHAM ST","TULLAMORE",2874,"4/D/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239606,NORMAL,"",,11,"CUNNINGHAM ST","TULLAMORE",2874,"5/D/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239607,NORMAL,"",,9,"CUNNINGHAM ST","TULLAMORE",2874,"6/D/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239608,NORMAL,"",,7,"CUNNINGHAM ST","TULLAMORE",2874,"3/E/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239609,NORMAL,"",,5,"CUNNINGHAM ST","TULLAMORE",2874,"4/E/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239610,NORMAL,"",,3,"CUNNINGHAM ST","TULLAMORE",2874,"5/E/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
116,PARKES,1239611,NORMAL,"",,1,"CUNNINGHAM ST","TULLAMORE",2874,"1/703159",RU5,1164,M,01/07/2023,11700,14A(1),6A(1),01/07/2022,3930,14A(1),6A(1),01/07/2021,3580,14A(1),6A(1),01/07/2020,3580,14A(1),6A(1),01/07/2019,3580,14A(1),6A(1),
116,PARKES,1239612,NORMAL,"",,2,"CUNNINGHAM ST","TULLAMORE",2874,"9/G/6912",RU5,1012,M,01/07/2023,10900,14A(1),6A(1),01/07/2022,3650,14A(1),6A(1),01/07/2021,3320,14A(1),6A(1),01/07/2020,3320,14A(1),6A(1),01/07/2019,3320,14A(1),6A(1),
