DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
560,GREATER HUME,3477650,NORMAL,"",,,"YANKEE CROSSING RD","HENTY",2658,"9/114166 1, 2, 3/1099983 2/1134556",RU1,268.54,H,01/07/2023,4530000,14A(1),6A(1),01/07/2022,4120000,14A(1),6A(1),01/07/2021,2750000,14A(1),6A(1),01/07/2020,2020000,14A(1),6A(1),01/07/2019,1750000,14A(1),6A(1),
560,GREATER HUME,2818729,NORMAL,"",,1875,"JINGELLIC RD","HOLBROOK",2644,"4, 60/753332 Licence 330371",RU1,36.01,H,01/07/2023,917000,14A(1),14I,01/07/2022,796000,14A(1),14I,01/07/2021,483000,14A(1),14I,01/07/2020,387000,14A(1),14I,01/07/2019,357000,14A(1),14I,
560,GREATER HUME,2818806,NORMAL,"",,10,"LOCHIEL RD","LANKEYS CREEK",2644,"1/1026849",RU1,3.22,H,01/07/2023,206000,14A(1),6A(1),01/07/2022,179000,14A(1),6A(1),01/07/2021,109000,14A(1),6A(1),01/07/2020,87800,14A(1),6A(1),01/07/2019,80900,14A(1),6A(1),
560,GREATER HUME,2818853,NORMAL,"CLOSED ROAD",,,"HUME HWY","TABLE TOP",2640,"9/1001318",RU1,950.7,M,01/07/2023,3830,14A(1),6A(1),01/07/2022,3810,14A(1),6A(1),01/07/2021,3050,14A(1),6A(1),01/07/2020,2180,14A(1),6A(1),01/07/2019,2090,14A(1),6A(1),
560,GREATER HUME,2818924,NORMAL,"",,1711,"BALLDALE WALBUNDRIE RD","GOOMBARGANA",2646,"PT 2/580856 Lease Number 7142707",RU1,87.34,M,01/07/2023,7750,14A(1),6A(1),01/07/2022,7700,14A(1),6A(1),01/07/2021,6160,14A(1),6A(1),01/07/2020,4400,14A(1),6A(1),01/07/2019,4220,14A(1),6A(1),
560,GREATER HUME,2860458,NORMAL,"",,,"HENTY-PLEASANT HILLS RD","HENTY",2658,"1/102594",RU1,119.58,H,01/07/2023,2320000,14A(1),6A(1),01/07/2022,1930000,14A(1),6A(1),01/07/2021,1170000,14A(1),6A(1),01/07/2020,737000,14A(1),6A(1),01/07/2019,708000,14A(1),6A(1),
560,GREATER HUME,2860459,NORMAL,"",,2155,"HENTY-PLEASANT HILLS RD","HENTY",2658,"2/102594",RU1,40.266,H,01/07/2023,891000,14A(1),6A(1),01/07/2022,508000,14A(1),6A(1),01/07/2021,312000,14A(1),6A(1),01/07/2020,279000,14A(1),6A(1),01/07/2019,255000,14A(1),6A(1),
560,GREATER HUME,2819007,NORMAL,"",,87-89,"HOWLONG-BURRUMBUTTOCK RD","BURRUMBUTTOCK",2642,"101, 102/740585",RU5,2000.6,M,01/07/2023,136000,14A(1),6A(1),01/07/2022,80000,14A(1),6A(1),01/07/2021,50000,14A(1),6A(1),01/07/2020,45500,14A(1),6A(1),01/07/2019,44200,14A(1),6A(1),
560,GREATER HUME,2826415,NORMAL,"",,120,"FALLON ST","JINDERA",2642,"14/1027816",RU5,992,M,01/07/2023,205000,14A(1),6A(1),01/07/2022,168000,14A(1),6A(1),01/07/2021,118000,14A(1),6A(1),01/07/2020,111000,14A(1),6A(1),01/07/2019,110000,14A(1),6A(1),
560,GREATER HUME,2826416,NORMAL,"",,124,"DIGHT ST","JINDERA",2642,"15/1027816",RU5,1018,M,01/07/2023,205000,14A(1),6A(1),01/07/2022,168000,14A(1),6A(1),01/07/2021,118000,14A(1),6A(1),01/07/2020,111000,14A(1),6A(1),01/07/2019,110000,14A(1),6A(1),
560,GREATER HUME,2826417,NORMAL,"",,126,"DIGHT ST","JINDERA",2642,"16/1027816",RU5,1018,M,01/07/2023,205000,14A(1),6A(1),01/07/2022,168000,14A(1),6A(1),01/07/2021,118000,14A(1),6A(1),01/07/2020,111000,14A(1),6A(1),01/07/2019,110000,14A(1),6A(1),
560,GREATER HUME,2864470,NORMAL,"",,164,"DRUMWOOD RD","JINDERA",2642,"1/1034705",RU4,6.729,H,01/07/2023,527000,14A(1),6A(1),01/07/2022,452000,14A(1),6A(1),01/07/2021,374000,14A(1),6A(1),01/07/2020,278000,14A(1),6A(1),01/07/2019,265000,14A(1),6A(1),
560,GREATER HUME,2864471,NORMAL,"",,21,"HANNAH LANE","JINDERA",2642,"2/1034705 Enclosure Permit 354157",R2,5.007,H,01/07/2023,448000,14A(1),6A(1),01/07/2022,388000,14A(1),6A(1),01/07/2021,312000,14A(1),6A(1),01/07/2020,282000,14A(1),6A(1),01/07/2019,270000,14A(1),6A(1),
560,GREATER HUME,2885241,NORMAL,"",,,"CLIFTON RING RD","LITTLE BILLABONG",2644,"1/1037378",RU1,29.5,H,01/07/2023,356000,14A(1),6A(1),01/07/2022,303000,14A(1),6A(1),01/07/2021,192000,14A(1),6A(1),01/07/2020,143000,14A(1),6A(1),01/07/2019,130000,14A(1),6A(1),
560,GREATER HUME,2885242,NORMAL,"",,305,"CLIFTON RING RD","LITTLE BILLABONG",2644,"PT 2/1037378",RU1,495.21,H,01/07/2023,4900000,14A(6),6A(1)/28,01/07/2022,4130000,14A(6),6A(1)/28,01/07/2021,2750000,14A(1),6A(1)/28,01/07/2020,2040000,14A(1),6A(1)/28,01/07/2019,1760000,14A(1),6A(1)/28,
560,GREATER HUME,2885405,NORMAL,"",,93-95,"URANA ST","JINDERA",2642,"2/1037091",RU5,1887,M,01/07/2023,341000,14A(1),6A(1),01/07/2022,298000,14A(1),6A(1),01/07/2021,193000,14A(1),6A(1),01/07/2020,193000,14A(1),6A(1),01/07/2019,215000,14A(1),6A(1),
